Title = L'amour est dans le pré, popularity = 8.0
Title = High Society, popularity = 7.2
Title = No-Rin, popularity = 7.143
Title = Maya Tawan, popularity = 6.5
Title = Star Struck, popularity = 5.0
Title = Goodbye Dear Wife, popularity = 4.7
Title = A Prince for Three Princesses, popularity = 0.0
